date,rank,song,artist,last_week,peak_rank,weeks_on_board
2020-02-08,82,Chasin' You,Morgan Wallen,82.0,82,666
2019-06-22,93,Only Human,Jonas Brothers,93.0,93,666
2012-01-28,60,Drive By,Train,60.0,60,666
2019-10-19,96,Dance Monkey,Tones And I,96.0,96,666
2004-11-27,71,Boulevard Of Broken Dreams,Green Day,71.0,71,666
2013-03-02,84,Just Give Me A Reason,P!nk Featuring Nate Ruess,84.0,84,666
2016-12-03,76,Bad And Boujee,Migos Featuring Lil Uzi Vert,76.0,76,666
1982-07-10,84,Gloria,Laura Branigan,84.0,84,666
2017-08-05,91,Young Dumb & Broke,Khalid,91.0,91,643
2017-07-29,52,Sorry Not Sorry,Demi Lovato,52.0,52,642
2001-09-01,69,Superman (It's Not Easy),Five For Fighting,69.0,69,630
1994-12-17,87,In The House Of Stone And Light,Martin Page,87.0,87,630
2002-01-05,78,Wasting My Time,Default,78.0,78,630
2009-11-28,69,Good Life,OneRepublic,97.0,69,630
1997-11-29,64,"No, No, No",Destiny's Child,64.0,64,630
2011-06-25,96,Not Over You,Gavin DeGraw,99.0,96,630
2015-05-09,95,Cheerleader,OMI,95.0,95,630
2008-02-09,65,Pocketful Of Sunshine,Natasha Bedingfield,65.0,65,630
2016-02-27,52,Low Life,Future Featuring The Weeknd,52.0,52,630
2018-12-29,87,Sweet But Psycho,Ava Max,87.0,87,630
1993-10-16,53,Breathe Again,Toni Braxton,53.0,53,630
2014-11-08,84,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,84.0,84,630
2012-12-22,69,When I Was Your Man,Bruno Mars,62.0,69,630
2011-12-03,18,The Motto,Drake Featuring Lil Wayne,18.0,18,630
2015-05-02,99,Renegades,X Ambassadors,99.0,99,630
2009-03-14,66,I Know You Want Me (Calle Ocho),Pitbull,66.0,66,630
1961-05-08,75,Stand By Me,Ben E. King,75.0,75,630
2016-09-24,92,Goosebumps,Travis Scott,97.0,92,630
2003-03-29,75,Drift Away,Uncle Kracker Featuring Dobie Gray,75.0,75,630
2007-04-14,79,Hey There Delilah,Plain White T's,79.0,79,630
2018-04-14,78,Boo'd Up,Ella Mai,78.0,78,630
2018-09-29,28,Drip Too Hard,Lil Baby & Gunna,28.0,28,630
1996-11-09,25,Don't Let Go (Love),En Vogue,25.0,25,630
2015-03-28,45,Want To Want Me,Jason Derulo,45.0,45,630
2020-07-04,99,Bang!,AJR,99.0,99,630
2003-07-26,77,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,77.0,77,630
1996-10-05,37,Nobody,Keith Sweat Featuring Athena Cage,37.0,37,630
2008-01-19,95,No Air,Jordin Sparks Duet With Chris Brown,95.0,95,630
1995-03-11,90,Let Her Cry,Hootie & The Blowfish,90.0,90,630
2018-03-24,84,Delicate,Taylor Swift,84.0,84,630
2009-11-14,9,Bad Romance,Lady Gaga,9.0,9,630
2007-03-10,84,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,84.0,84,630
1998-12-05,25,Slide,Goo Goo Dolls,25.0,25,630
2013-08-24,85,Roar,Katy Perry,85.0,85,630
1992-12-19,86,Don't Walk Away,Jade,86.0,86,630
2008-09-13,85,Let It Rock,Kevin Rudolf Featuring Lil Wayne,85.0,85,630
1965-07-17,72,Unchained Melody,The Righteous Brothers,72.0,72,606
2017-07-22,85,Bodak Yellow (Money Moves),Cardi B,85.0,85,605
2005-04-30,92,Breathe (2 AM),Anna Nalick,92.0,92,595
1995-11-18,73,The World I Know,Collective Soul,73.0,73,595
2002-11-30,91,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,91.0,91,595
2014-09-27,22,Centuries,Fall Out Boy,22.0,22,595
2001-06-16,98,Fallin',Alicia Keys,98.0,98,595
2020-09-12,57,Starting Over,Chris Stapleton,57.0,57,595
2020-10-03,62,One Too Many,Keith Urban Duet With P!nk,62.0,62,595
1997-02-22,37,Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,37.0,37,595
2010-07-31,19,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,19.0,19,595
1999-07-10,66,Black Balloon,Goo Goo Dolls,66.0,66,595
2016-03-19,12,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,12.0,12,595
1995-06-10,39,Waterfalls,TLC,39.0,39,595
1995-10-07,93,Hook,Blues Traveler,93.0,93,595
2013-10-05,86,Animals,Martin Garrix,86.0,86,595
2009-10-24,58,All The Right Moves,OneRepublic,58.0,58,595
2009-12-26,63,In My Head,Jason Derulo,63.0,63,595
2011-12-03,9,Take Care,Drake Featuring Rihanna,9.0,9,595
2009-09-05,96,Replay,Iyaz,96.0,96,595
2016-06-04,99,Unsteady,X Ambassadors,99.0,99,595
2016-01-09,98,Let It Go,James Bay,98.0,98,595
2021-03-20,4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),4.0,4,595
2018-02-03,56,Mine,Bazzi,56.0,56,595
2017-05-13,44,There's Nothing Holdin' Me Back,Shawn Mendes,44.0,44,595
2001-05-05,83,Hit 'Em Up Style (Oops!),Blu Cantrell,83.0,83,595
2015-01-24,45,Love Me Like You Do,Ellie Goulding,45.0,45,595
2015-08-22,95,Here,Alessia Cara,95.0,95,595
2001-09-29,44,Hero,Enrique Iglesias,44.0,44,595
1962-08-11,100,Do You Love Me,The Contours,100.0,100,595
2000-04-29,100,(Hot S**t) Country Grammar,Nelly,100.0,100,595
2002-06-08,72,One Last Breath,Creed,72.0,72,595
2008-06-28,96,Addicted,Saving Abel,96.0,96,595
2012-03-03,28,What Makes You Beautiful,One Direction,28.0,28,595
1996-12-14,26,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,26.0,26,595
1998-06-27,90,"The Cup Of Life (The Official Song Of The World Cup, France '98)",Ricky Martin,90.0,90,595
2015-10-17,84,Don't,Bryson Tiller,84.0,84,595
2005-04-23,87,Behind These Hazel Eyes,Kelly Clarkson,87.0,87,595
2005-02-19,78,Lonely No More,Rob Thomas,78.0,78,595
2020-04-04,55,Roses,SAINt JHN,55.0,55,595
1992-09-19,97,Get Ready For This,2 Unlimited,97.0,97,595
2017-04-15,49,XO TOUR Llif3,Lil Uzi Vert,49.0,49,595
1993-11-20,87,Found Out About You,Gin Blossoms,87.0,87,595
2015-11-14,98,Exchange,Bryson Tiller,98.0,98,595
1995-08-26,63,Tell Me,Groove Theory,63.0,63,561
1998-12-19,83,What It's Like,Everlast,83.0,83,561
2013-12-14,89,Let It Go,Idina Menzel,89.0,89,561
1993-11-27,90,The Power Of Love,Celine Dion,90.0,90,561
2001-04-28,80,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,80.0,80,561
2002-03-16,71,The Middle,Jimmy Eat World,71.0,71,561
1999-10-23,71,I Knew I Loved You,Savage Garden,71.0,71,561
2019-11-23,74,Everything I Wanted,Billie Eilish,74.0,74,561
2012-07-28,95,The A Team,Ed Sheeran,95.0,95,561
1994-08-06,84,All I Wanna Do,Sheryl Crow,84.0,84,561
2019-02-02,1,7 Rings,Ariana Grande,1.0,1,561
2011-08-27,66,Titanium,David Guetta Featuring Sia,79.0,66,561
1995-10-07,73,Anything,3T,73.0,73,561
2010-11-27,67,Down On Me,Jeremih Featuring 50 Cent,67.0,67,561
1995-12-30,46,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,46.0,46,561
2007-04-28,91,Umbrella,Rihanna Featuring Jay-Z,91.0,91,561
2017-01-28,6,Castle On The Hill,Ed Sheeran,6.0,6,561
2009-12-12,30,Telephone,Lady Gaga Featuring Beyonce,30.0,30,561
2020-02-22,62,Blueberry Faygo,Lil Mosey,62.0,62,561
2014-01-04,89,Talk Dirty,Jason Derulo Featuring 2 Chainz,89.0,89,561
1997-07-26,57,To The Moon And Back,Savage Garden,57.0,57,561
2018-10-20,28,Close Friends,Lil Baby,28.0,28,561
2016-08-27,12,Let Me Love You,DJ Snake Featuring Justin Bieber,12.0,12,561
2014-09-06,86,Animals,Maroon 5,86.0,86,561
2005-09-10,75,Photograph,Nickelback,75.0,75,561
2009-08-15,95,Smile,Uncle Kracker,93.0,95,561
2001-03-10,72,Follow Me,Uncle Kracker,72.0,72,561
2006-07-29,97,Lips Of An Angel,Hinder,97.0,97,561
2005-11-26,93,Be Without You,Mary J. Blige,93.0,93,561
2003-11-08,66,Numb,Linkin Park,66.0,66,561
1977-09-24,83,How Deep Is Your Love,Bee Gees,83.0,83,561
2010-06-26,98,Secrets,OneRepublic,83.0,98,561
1997-01-04,84,Da' Dip,Freak Nasty,84.0,84,561
2012-08-18,82,Adorn,Miguel,82.0,82,561
1997-06-14,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,1.0,1,561
2010-11-27,57,The Show Goes On,Lupe Fiasco,57.0,57,561
2013-08-24,21,"Hold On, We're Going Home",Drake Featuring Majid Jordan,21.0,21,561
1998-11-28,90,Kiss Me,Sixpence None The Richer,91.0,90,561
2003-05-17,97,Right Thurr,Chingy,97.0,97,561
2008-05-10,9,Forever,Chris Brown,9.0,9,561
1992-06-06,86,Baby-Baby-Baby,TLC,86.0,86,561
2014-03-29,100,Latch,Disclosure Featuring Sam Smith,100.0,100,561
1996-03-09,36,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,36.0,36,561
2010-08-07,20,Teenage Dream,Katy Perry,20.0,20,561
1997-03-01,31,I Want You,Savage Garden,31.0,31,561
2009-03-28,71,Boom Boom Pow,The Black Eyed Peas,71.0,71,561
1994-08-13,31,I'll Make Love To You,Boyz II Men,31.0,31,561
2007-01-13,94,U + Ur Hand,P!nk,94.0,94,561
2013-04-06,86,Clarity,Zedd Featuring Foxes,86.0,86,561
2012-10-06,68,Don't You Worry Child,Swedish House Mafia Featuring John Martin,68.0,68,561
2003-08-23,71,Suga Suga,Baby Bash Featuring Frankie J,71.0,71,561
1991-09-28,94,Finally,CeCe Peniston,94.0,94,561
2017-09-23,81,Bad At Love,Halsey,81.0,81,545
2016-09-10,95,Mercy,Shawn Mendes,68.0,95,528
2012-04-21,70,Give Your Heart A Break,Demi Lovato,70.0,70,528
1995-08-05,30,Only Wanna Be With You,Hootie & The Blowfish,30.0,30,528
2016-05-21,9,This Is What You Came For,Calvin Harris Featuring Rihanna,9.0,9,528
2007-07-28,47,Crank That (Soulja Boy),Soulja Boy Tell'em,47.0,47,528
2006-02-25,55,Bad Day,Daniel Powter,55.0,55,528
2020-05-02,61,More Than My Hometown,Morgan Wallen,97.0,61,528
1997-07-12,8,Sunny Came Home,Shawn Colvin,8.0,8,528
2003-10-18,57,Hey Ya!,OutKast,57.0,57,528
2000-05-13,74,"Jumpin', Jumpin'",Destiny's Child,74.0,74,528
2015-10-10,52,Jumpman,Drake & Future,52.0,52,528
2013-11-16,6,Story Of My Life,One Direction,6.0,6,528
1999-12-25,83,Say My Name,Destiny's Child,83.0,83,528
2014-09-27,78,Jealous,Nick Jonas,78.0,78,528
2005-02-12,78,Collide,Howie Day,78.0,78,528
1975-06-21,98,Feelings,Morris Albert,98.0,98,528
1997-03-15,9,"For You I Will (From ""Space Jam"")",Monica,9.0,9,528
1996-03-16,11,Ironic,Alanis Morissette,11.0,11,528
2003-08-09,85,Damn!,YoungBloodZ Featuring Lil Jon,85.0,85,528
2014-11-15,60,Style,Taylor Swift,84.0,60,528
1977-10-01,90,Baby Come Back,Player,90.0,90,528
1996-03-30,63,Sweet Dreams,La Bouche,63.0,63,528
1996-04-06,2,Always Be My Baby,Mariah Carey,2.0,2,528
1981-03-28,81,Jessie's Girl,Rick Springfield,81.0,81,528
2009-08-29,54,Whatcha Say,Jason Derulo,54.0,54,528
1999-10-23,92,Get It On Tonite,Montell Jordan,92.0,92,528
2014-06-14,87,Trumpets,Jason Derulo,87.0,87,528
2018-11-03,65,When The Party's Over,Billie Eilish,65.0,65,528
2020-04-11,21,Break My Heart,Dua Lipa,21.0,21,528
2011-10-29,10,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,10.0,10,528
2000-02-26,77,You Sang To Me,Marc Anthony,77.0,77,528
2015-01-17,93,Take Your Time,Sam Hunt,93.0,93,528
1998-11-21,17,...Baby One More Time,Britney Spears,17.0,17,528
2011-10-01,16,Paradise,Coldplay,16.0,16,528
1994-10-01,91,Always,Bon Jovi,91.0,91,528
1994-11-12,71,Creep,TLC,71.0,71,528
2013-02-23,57,Stay,Rihanna Featuring Mikky Ekko,57.0,57,528
2001-09-22,93,U Got It Bad,Usher,93.0,93,528
2003-02-22,82,Get Busy,Sean Paul,82.0,82,528
2000-11-18,72,Again,Lenny Kravitz,72.0,72,528
2000-03-18,59,Try Again,Aaliyah,59.0,59,528
2000-12-02,94,South Side,Moby Featuring Gwen Stefani,94.0,94,528
2003-03-15,64,Bring Me To Life,Evanescence Featuring Paul McCoy,64.0,64,528
1998-12-05,52,Fly Away,Lenny Kravitz,52.0,52,528
2010-09-25,45,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,45.0,45,528
2013-09-07,50,Wrecking Ball,Miley Cyrus,50.0,50,528
2020-09-05,1,Dynamite,BTS,1.0,1,528
2000-03-04,25,There You Go,P!nk,25.0,25,528
1999-07-03,66,Someday,Sugar Ray,66.0,66,528
2005-04-09,98,Holiday,Green Day,98.0,98,528
1982-04-24,81,"Baby, Come To Me",Patti Austin A Duet With James Ingram,81.0,81,528
2012-04-21,38,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",38.0,38,528
2019-07-06,16,Panini,Lil Nas X,16.0,16,528
1994-09-17,90,Sukiyaki,4PM,90.0,90,528
1999-06-26,76,Unpretty,TLC,76.0,76,528
1992-07-18,53,"End Of The Road (From ""Boomerang"")",Boyz II Men,53.0,53,528
2002-02-16,78,Foolish,Ashanti,78.0,78,528
1998-02-28,3,Gettin' Jiggy Wit It,Will Smith,3.0,3,528
2004-01-10,70,My Immortal,Evanescence,70.0,70,528
2001-07-14,76,Only Time,Enya,76.0,76,528
1982-09-18,75,What About Me,Moving Pictures,75.0,75,504
2018-05-19,58,Beautiful Crazy,Luke Combs,58.0,58,496
2012-09-22,64,Gangnam Style,PSY,64.0,64,496
2006-03-04,88,Ridin',Chamillionaire Featuring Krayzie Bone,88.0,88,496
1997-09-13,79,Tubthumping,Chumbawamba,79.0,79,496
1977-04-23,88,I Just Want To Be Your Everything,Andy Gibb,88.0,88,496
2005-02-05,73,Let Me Go,3 Doors Down,73.0,73,496
2006-01-21,74,Temperature,Sean Paul,74.0,74,496
2009-02-07,93,Halo,Beyonce,93.0,93,496
2010-07-17,63,Jar Of Hearts,Christina Perri,63.0,63,496
1998-12-19,99,Believe,Cher,99.0,99,496
2016-06-11,83,Love On The Brain,Rihanna,80.0,83,496
1998-01-31,29,They Don't Know,Jon B,29.0,29,496
2014-08-16,6,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",6.0,6,496
2014-06-28,97,Rather Be,Clean Bandit Featuring Jess Glynne,97.0,97,496
1992-08-29,84,Real Love,Mary J. Blige,84.0,84,496
2020-06-27,81,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,81.0,81,496
2007-12-29,98,Stop And Stare,OneRepublic,98.0,98,496
2014-07-12,89,Don't Tell 'Em,Jeremih Featuring YG,89.0,89,496
1994-04-02,86,You Mean The World To Me,Toni Braxton,86.0,86,496
2007-10-13,58,Tattoo,Jordin Sparks,58.0,58,496
2006-04-01,84,Hips Don't Lie,Shakira Featuring Wyclef Jean,84.0,84,496
2012-05-05,3,Payphone,Maroon 5 Featuring Wiz Khalifa,3.0,3,496
2001-07-07,66,I'm Real,Jennifer Lopez Featuring Ja Rule,66.0,66,496
1994-05-07,54,If You Go,Jon Secada,54.0,54,496
1995-02-18,85,I Believe,Blessid Union Of Souls,85.0,85,496
2009-03-28,70,Already Gone,Kelly Clarkson,89.0,70,496
2009-09-05,97,Fireflies,Owl City,97.0,97,496
2014-05-03,91,Am I Wrong,Nico & Vinz,91.0,91,496
2017-03-18,28,Stay,Zedd & Alessia Cara,28.0,28,496
1978-07-08,86,I Love The Nightlife (Disco 'round),Alicia Bridges,86.0,86,496
2010-11-20,93,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,93.0,93,496
1997-11-08,95,Kiss The Rain,Billie Myers,95.0,95,496
2009-04-11,65,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,65.0,65,496
2005-12-17,86,Everytime We Touch,Cascada,86.0,86,496
2013-10-05,82,Show Me,Kid Ink Featuring Chris Brown,68.0,82,496
2009-07-18,12,Fallin' For You,Colbie Caillat,12.0,12,496
2015-02-28,96,"Honey, I'm Good.",Andy Grammer,87.0,96,496
2008-09-06,9,So What,P!nk,9.0,9,496
2005-05-07,98,La Tortura,Shakira Feat. Alejandro Sanz,98.0,98,496
2003-01-11,75,No Letting Go,Wayne Wonder,75.0,75,496
2018-12-22,95,Look Back At It,A Boogie Wit da Hoodie,95.0,95,496
2004-06-26,52,Lean Back,Terror Squad,52.0,52,496
2001-03-31,80,Video,India.Arie,80.0,80,496
2015-11-07,95,Roses,The Chainsmokers Featuring Rozes,95.0,95,496
1995-08-05,51,Carnival,Natalie Merchant,51.0,51,496
2019-06-15,93,Ran$om,Lil Tecca,93.0,93,496
2002-06-01,68,Complicated,Avril Lavigne,68.0,68,496
2017-03-11,49,Mask Off,Future,49.0,49,496
1994-05-07,61,Don't Turn Around,Ace Of Base,61.0,61,496
1978-06-10,88,Hot Child In The City,Nick Gilder,88.0,88,496
2008-08-23,99,Whatever You Like,T.I.,99.0,99,496
2005-04-02,82,Hollaback Girl,Gwen Stefani,82.0,82,496
2020-02-22,11,Intentions,Justin Bieber Featuring Quavo,11.0,11,496
2012-03-03,9,Starships,Nicki Minaj,9.0,9,496
2017-05-20,90,Slow Hands,Niall Horan,90.0,90,496
2021-04-10,1,Montero (Call Me By Your Name),Lil Nas X,1.0,1,496
2000-04-29,99,Back Here,BBMak,99.0,99,496
2008-04-26,62,Better In Time,Leona Lewis,75.0,62,496
1970-01-31,99,Superstar,Murray Head With The Trinidad Singers,99.0,99,496
1998-04-04,95,Say It,Voices Of Theory,95.0,95,496
2011-03-05,92,Just Can't Get Enough,The Black Eyed Peas,92.0,92,496
1999-04-24,72,I Want It That Way,Backstreet Boys,72.0,72,496
2008-06-21,76,Love Remains The Same,Gavin Rossdale,76.0,76,496
2015-09-19,1,What Do You Mean?,Justin Bieber,1.0,1,496
1980-08-16,67,Another One Bites The Dust,Queen,67.0,67,496
2002-09-28,78,Don't Know Why,Norah Jones,78.0,78,496
1999-01-09,75,Every Morning,Sugar Ray,75.0,75,496
2005-11-05,66,"Dance, Dance",Fall Out Boy,66.0,66,496
1996-10-12,48,No Diggity,BLACKstreet (Featuring Dr. Dre),48.0,48,496
2015-05-02,80,Fight Song,Rachel Platten,80.0,80,496
2010-10-16,51,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,51.0,51,496
2017-11-18,71,Ric Flair Drip,Offset & Metro Boomin,71.0,71,488
2003-01-11,67,In Da Club,50 Cent,67.0,67,465
2009-09-26,50,Empire State Of Mind,Jay-Z + Alicia Keys,50.0,50,465
2019-09-07,52,Good As Hell,Lizzo,52.0,52,465
1996-06-01,39,Who Will Save Your Soul,Jewel,39.0,39,465
2011-04-30,93,Tonight Tonight,Hot Chelle Rae,93.0,93,465
1990-06-30,87,Close To You,Maxi Priest,87.0,87,465
1997-08-02,4,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,4.0,4,465
1992-06-27,98,Jump Around,House Of Pain,98.0,98,465
2007-04-07,67,Wait For You,Elliott Yamin,67.0,67,465
2021-01-23,39,Best Friend,Saweetie Featuring Doja Cat,39.0,39,465
1998-12-05,74,Angel Of Mine,Monica,74.0,74,465
1963-06-22,86,Wipe Out,The Surfaris,86.0,86,465
2000-08-19,72,Case Of The Ex (Whatcha Gonna Do),Mya,72.0,72,465
2004-02-21,72,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,72.0,72,465
2019-10-19,4,"10,000 Hours",Dan + Shay & Justin Bieber,4.0,4,465
2006-10-07,95,Smack That,Akon Featuring Eminem,95.0,95,465
1994-05-07,74,"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,74.0,74,465
2014-05-17,81,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,81.0,81,465
2019-10-12,19,BOP,DaBaby,19.0,19,465
1995-04-29,69,Someone To Love,Jon B. Featuring Babyface,69.0,69,465
2017-01-14,80,iSpy,KYLE Featuring Lil Yachty,80.0,80,465
2007-08-11,65,Cyclone,Baby Bash Featuring T-Pain,65.0,65,465
2006-07-29,88,Suddenly I See,KT Tunstall,88.0,88,465
2010-04-17,14,OMG,Usher Featuring will.i.am,14.0,14,465
2011-01-01,86,F**kin' Perfect,P!nk,57.0,86,465
2006-03-25,91,Black Horse & The Cherry Tree,KT Tunstall,91.0,91,465
1992-09-26,81,Do You Believe In Us,Jon Secada,81.0,81,465
2008-06-28,85,Fall For You,Secondhand Serenade,85.0,85,465
1981-08-29,90,Our Lips Are Sealed,Go-Go's,90.0,90,465
1995-02-11,54,Freak Like Me,Adina Howard,54.0,54,465
2006-05-27,71,Buttons,The Pussycat Dolls Featuring Snoop Dogg,71.0,71,465
2004-03-13,65,Burn,Usher,65.0,65,465
2008-05-03,98,American Boy,Estelle Featuring Kanye West,98.0,98,465
2010-05-01,12,Airplanes,B.o.B Featuring Hayley Williams,12.0,12,465
2004-04-24,87,Dip It Low,Christina Milian,87.0,87,465
1989-10-21,86,Heat Of The Moment,After 7,86.0,86,465
1982-10-30,81,1999,Prince,81.0,81,465
1994-04-23,72,I Swear,All-4-One,72.0,72,465
1994-08-13,81,I'll Stand By You,Pretenders,81.0,81,465
1999-07-10,78,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,78.0,78,465
2006-11-25,93,Say It Right,Nelly Furtado,93.0,93,465
2015-04-11,66,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,66.0,66,465
2003-06-28,66,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",66.0,66,465
1992-07-11,84,Back To The Hotel,N2Deep,84.0,84,465
2015-09-26,84,White Iverson,Post Malone,84.0,84,465
1992-03-21,77,My Lovin' (You're Never Gonna Get It),En Vogue,77.0,77,465
2010-10-23,51,Raise Your Glass,P!nk,51.0,51,465
2008-11-22,4,Heartless,Kanye West,4.0,4,465
1993-10-23,71,Hero,Mariah Carey,71.0,71,465
2007-07-21,99,Misery Business,Paramore,99.0,99,465
1989-09-09,91,Me So Horny,The 2 Live Crew,91.0,91,465
1988-06-11,82,I'll Always Love You,Taylor Dayne,82.0,82,465
1994-09-17,97,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,97.0,97,465
1980-10-25,87,Celebration,Kool & The Gang,87.0,87,465
2006-08-05,72,Far Away,Nickelback,72.0,72,465
1995-08-12,63,Back For Good,Take That,63.0,63,465
2008-04-19,88,Shake It,Metro Station,88.0,88,465
2015-01-24,17,Elastic Heart,Sia,17.0,17,465
1992-12-19,77,Ditty,Paperboy,77.0,77,465
2013-02-16,99,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,99.0,99,465
2010-09-04,42,E.T.,Katy Perry Featuring Kanye West,28.0,42,465
2021-04-03,1,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1.0,1,465
1984-03-10,76,Borderline,Madonna,76.0,76,465
2004-01-17,96,Tipsy,J-Kwon,96.0,96,465
2004-10-02,51,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,51.0,51,465
2001-10-13,99,"Lights, Camera, Action!",Mr. Cheeks,99.0,99,465
1987-07-18,82,In My Dreams,REO Speedwagon,82.0,82,465
2015-10-10,92,Die A Happy Man,Thomas Rhett,92.0,92,465
2013-03-23,100,"Gone, Gone, Gone",Phillip Phillips,100.0,100,465
2016-10-08,40,Starboy,The Weeknd Featuring Daft Punk,40.0,40,465
2006-11-04,87,Irreplaceable,Beyonce,87.0,87,465
2002-08-31,64,Underneath It All,No Doubt Featuring Lady Saw,64.0,64,465
1994-09-10,85,Short Dick Man,20 Fingers Featuring Gillette,85.0,85,465
1999-05-22,75,All Star,Smash Mouth,75.0,75,465
2015-05-30,92,Photograph,Ed Sheeran,92.0,92,465
2012-09-22,37,Girl On Fire,Alicia Keys Featuring Nicki Minaj,37.0,37,465
2002-11-30,55,Miss You,Aaliyah,55.0,55,465
1996-07-27,6,You Learn/You Oughta Know,Alanis Morissette,6.0,6,465
2015-02-14,95,Talking Body,Tove Lo,95.0,95,465
1996-09-07,67,Mouth,Merril Bainbridge,67.0,67,465
2004-05-15,67,Heaven,Los Lonely Boys,67.0,67,465
2011-09-17,39,Without You,David Guetta Featuring Usher,39.0,39,465
1994-12-17,45,Take A Bow,Madonna,45.0,45,465
2010-01-02,72,Whataya Want From Me,Adam Lambert,72.0,72,465
2014-07-19,97,Black Widow,Iggy Azalea Featuring Rita Ora,97.0,97,465
2001-07-28,79,Differences,Ginuwine,79.0,79,465
1996-08-17,27,It's All Coming Back To Me Now,Celine Dion,27.0,27,465
1996-11-30,77,Ooh Aah... Just A Little Bit,Gina G,77.0,77,465
1997-04-26,57,Bitch,Meredith Brooks,57.0,57,465
2007-12-08,94,Don't Stop The Music,Rihanna,94.0,94,465
2017-10-14,65,I Fall Apart,Post Malone,65.0,65,452
2017-07-22,70,Mi Gente,J Balvin & Willy William Featuring Beyonce,70.0,70,440
2011-10-29,96,Domino,Jessie J,96.0,96,435
2004-07-24,67,One Thing,Finger Eleven,67.0,67,435
1982-11-06,88,I Know There's Something Going On,Frida,88.0,88,435
1989-11-18,92,No More Lies,Michel'le,92.0,92,435
2018-05-26,49,Yes Indeed,Lil Baby & Drake,49.0,49,435
1994-01-22,69,Whatta Man,Salt-N-Pepa Featuring En Vogue,69.0,69,435
2010-03-13,53,Break Your Heart,Taio Cruz Featuring Ludacris,53.0,53,435
2002-11-02,63,Your Body Is A Wonderland,John Mayer,63.0,63,435
2014-11-08,93,Lips Are Movin,Meghan Trainor,93.0,93,435
2012-08-18,100,Swimming Pools (Drank),Kendrick Lamar,100.0,100,435
2011-10-15,28,It Will Rain,Bruno Mars,28.0,28,435
2007-01-27,98,Glamorous,Fergie Featuring Ludacris,98.0,98,435
2021-02-27,74,Heartbreak Anniversary,Giveon,74.0,74,435
2001-02-24,57,Ride Wit Me,Nelly Featuring City Spud,57.0,57,435
2012-05-12,64,Whistle,Flo Rida,64.0,64,435
2011-01-01,97,For The First Time,The Script,91.0,97,435
1959-12-28,98,Harlem Nocturne,The Viscounts,98.0,98,435
2004-04-10,99,Leave (Get Out),JoJo,99.0,99,435
2007-12-15,72,With You,Chris Brown,72.0,72,435
